OT,Aviso,Fecha_Inicio,Fecha_Fin,Linea,Equipo,Titulo_Falla,Descripcion_Tecnica,Tipo_Mantenimiento,Puesto_Trabajo,Responsable
OT1000468,AV2000468,2024-05-14 13:57:00.000000,2024-05-14 15:34:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000469,AV2000469,2024-05-14 14:59:00.000000,2024-05-14 15:09:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000471,AV2000471,2024-05-15 08:34:00.000000,2024-05-15 10:31:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000470,AV2000470,2024-05-15 11:04:00.000000,2024-05-15 11:21:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000472,AV2000472,2024-05-15 14:16:00.000000,2024-05-15 15:53:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000473,AV2000473,2024-05-16 02:04:00.000000,2024-05-16 03:16:00,Línea 4 - Alfajores,Inyectora - Formadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000474,AV2000474,2024-05-17 00:20:00.000000,2024-05-17 00:40:00,Línea 4 - Alfajores,Inyectora - Formadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000475,AV2000475,2024-05-17 08:01:00.000000,2024-05-17 09:31:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000476,AV2000476,2024-05-18 02:50:00.000000,2024-05-18 03:07:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000477,AV2000477,2024-05-19 00:33:00.000000,2024-05-19 01:17:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000478,AV2000478,2024-05-19 04:41:00.000000,2024-05-19 05:25:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000479,AV2000479,2024-05-19 11:54:00.000000,2024-05-19 12:36:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000000,AV2000000,2024-05-19 13:02:44.997158,2024-05-20 03:20:44,Línea 3,Cortadora,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1000480,AV2000480,2024-05-20 02:23:00.000000,2024-05-20 02:37:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000482,AV2000482,2024-05-20 15:31:00.000000,2024-05-20 17:26:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000481,AV2000481,2024-05-20 16:20:00.000000,2024-05-20 18:12:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000029,AV2000029,2024-05-21 02:23:53.959270,2024-05-22 21:11:53,Línea 2 - Galleta tipo oblea,Envasado,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1000483,AV2000483,2024-05-21 11:39:00.000000,2024-05-21 12:16:00,Línea 4 - Alfajores,Túnel de frío,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000215,AV2000215,2024-05-21 16:59:31.358755,2024-05-23 13:21:31,Línea 5 - Galleta exportada,Agrupado,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1000484,AV2000484,2024-05-21 20:21:00.000000,2024-05-21 21:43:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000485,AV2000485,2024-05-21 23:16:00.000000,2024-05-22 00:37:00,Línea 4 - Alfajores,Robot paletizador,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000488,AV2000488,2024-05-22 07:12:00.000000,2024-05-22 07:33:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000487,AV2000487,2024-05-22 14:10:00.000000,2024-05-22 14:53:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000486,AV2000486,2024-05-22 21:25:00.000000,2024-05-22 22:07:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000489,AV2000489,2024-05-22 21:43:00.000000,2024-05-22 22:40:00,Línea 4 - Alfajores,Robot paletizador,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000490,AV2000490,2024-05-23 00:10:00.000000,2024-05-23 00:42:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000492,AV2000492,2024-05-23 11:11:00.000000,2024-05-23 12:22:00,Línea 4 - Alfajores,Túnel de frío,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000491,AV2000491,2024-05-23 23:17:00.000000,2024-05-24 00:54:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000496,AV2000496,2024-05-24 04:44:00.000000,2024-05-24 05:30:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000494,AV2000494,2024-05-24 09:01:00.000000,2024-05-24 10:49:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000493,AV2000493,2024-05-24 11:34:00.000000,2024-05-24 12:27:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000495,AV2000495,2024-05-24 16:26:00.000000,2024-05-24 18:19:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000497,AV2000497,2024-05-25 06:23:00.000000,2024-05-25 07:58:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000498,AV2000498,2024-05-25 17:34:00.000000,2024-05-25 19:14:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000499,AV2000499,2024-05-25 22:45:00.000000,2024-05-25 23:29:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000288,AV2000288,2024-05-26 06:19:06.527665,2024-05-27 06:19:06,Línea 1 - Galletas soda,Cintas enfriamiento,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1000500,AV2000500,2024-05-26 11:45:00.000000,2024-05-26 13:33:00,Línea 4 - Alfajores,Inyectora - Formadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000146,AV2000146,2024-05-26 17:31:24.975831,2024-05-28 02:16:24,Línea 1 - Galletas soda,Elevador,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1000503,AV2000503,2024-05-26 17:38:00.000000,2024-05-26 17:50:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000502,AV2000502,2024-05-26 19:17:00.000000,2024-05-26 19:27:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000501,AV2000501,2024-05-26 21:14:00.000000,2024-05-26 21:28:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000504,AV2000504,2024-05-27 01:24:00.000000,2024-05-27 03:03:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000074,AV2000074,2024-05-27 12:40:30.104571,2024-05-28 05:02:30,Línea 5 - Galleta exportada,Preparación,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1000507,AV2000507,2024-05-28 02:27:00.000000,2024-05-28 02:50:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000505,AV2000505,2024-05-28 08:29:00.000000,2024-05-28 10:21:00,Línea 4 - Alfajores,Envasadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000506,AV2000506,2024-05-28 21:25:00.000000,2024-05-28 22:01:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000509,AV2000509,2024-05-29 03:16:00.000000,2024-05-29 03:34:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000508,AV2000508,2024-05-29 03:45:00.000000,2024-05-29 05:13:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000511,AV2000511,2024-05-29 06:13:00.000000,2024-05-29 06:37:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000061,AV2000061,2024-05-29 13:55:53.588880,2024-05-31 05:16:53,Línea 3,Distribuidora,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1000510,AV2000510,2024-05-29 22:53:00.000000,2024-05-29 23:44:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000514,AV2000514,2024-05-30 08:20:00.000000,2024-05-30 09:46:00,Línea 4 - Alfajores,Envasadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000515,AV2000515,2024-05-30 10:40:00.000000,2024-05-30 11:40:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000512,AV2000512,2024-05-30 10:54:00.000000,2024-05-30 12:06:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000513,AV2000513,2024-05-30 16:46:00.000000,2024-05-30 18:31:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000148,AV2000148,2024-05-30 21:07:13.584726,2024-05-31 14:30:13,Línea 5 - Galleta exportada,Preparación,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1000516,AV2000516,2024-05-31 00:06:00.000000,2024-05-31 01:51:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000519,AV2000519,2024-06-01 07:18:00.000000,2024-06-01 07:31:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000517,AV2000517,2024-06-01 09:06:00.000000,2024-06-01 10:49:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000520,AV2000520,2024-06-01 12:43:00.000000,2024-06-01 14:33:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000518,AV2000518,2024-06-01 16:07:00.000000,2024-06-01 16:39:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000523,AV2000523,2024-06-02 01:27:00.000000,2024-06-02 03:19:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000522,AV2000522,2024-06-02 08:11:00.000000,2024-06-02 10:09:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000524,AV2000524,2024-06-02 11:46:00.000000,2024-06-02 12:10:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000521,AV2000521,2024-06-02 12:19:00.000000,2024-06-02 13:11:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000525,AV2000525,2024-06-03 13:52:00.000000,2024-06-03 14:30:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000526,AV2000526,2024-06-03 23:11:00.000000,2024-06-03 23:56:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000527,AV2000527,2024-06-04 05:33:00.000000,2024-06-04 05:55:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000530,AV2000530,2024-06-04 12:00:00.000000,2024-06-04 12:41:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000528,AV2000528,2024-06-04 21:28:00.000000,2024-06-04 22:48:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000529,AV2000529,2024-06-04 22:39:00.000000,2024-06-04 23:47:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000532,AV2000532,2024-06-05 00:57:00.000000,2024-06-05 02:32:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000531,AV2000531,2024-06-05 01:46:00.000000,2024-06-05 02:23:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000533,AV2000533,2024-06-05 02:49:00.000000,2024-06-05 04:04:00,Línea 4 - Alfajores,Robot paletizador,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000535,AV2000535,2024-06-06 01:08:00.000000,2024-06-06 01:59:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000537,AV2000537,2024-06-06 06:31:00.000000,2024-06-06 07:25:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000534,AV2000534,2024-06-06 11:07:00.000000,2024-06-06 12:18:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
