AUFNR,QMNUM,GSTRP,GLTRP,TPLNR,EQUNR,QMTXT,LTXTAUFK,AUART,ARBPL,ERNAM
4000472,20000472,2024-05-15 14:16:00+00:00,2024-05-15 15:44:00+0000,PGS-PR-LA4-BAN01,10004001,ATASCO L4,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,BAT_USER
4000473,20000473,2024-05-16 02:04:00+00:00,2024-05-16 03:58:00+0000,PGS-PR-LA4-INY01,10004004,fallo sensor temp,sin observaciones,PM03,SUP-LINEA,BAT_USER
4000474,20000474,2024-05-17 00:20:00+00:00,2024-05-17 02:42:00+0000,PGS-PR-LA4-INY01,10004004,sensor - fallo temporal,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,SUP-LINEA,RFC_PM
4000475,20000475,2024-05-17 08:01:00+00:00,2024-05-17 10:01:00+0000,PGS-PR-LA4-ENV01,10004003,RST CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,OPR_T2
4000476,20000476,2024-05-18 02:50:00+00:00,2024-05-18 05:38:00+0000,PGS-PR-LA4-TDF01,10004005,MICRO PARO OPER.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,RFC_PM
4000477,20000477,2024-05-19 00:33:00+00:00,2024-05-19 02:39:00+0000,PGS-PR-LA4-TDF01,10004005,MICRO PARO,"Intervencion rapida, sin repuestos",PM03,OPR-TURNO,SUP_LINEA
4000478,20000478,2024-05-19 04:41:00+00:00,2024-05-19 07:03:00+0000,PGS-PR-LA4-TDF01,10004005,FALLA SENS. OPTICO,sin observaciones,PM03,SUP-LINEA,SYS_SCADA
4000479,20000479,2024-05-19 11:54:00+00:00,2024-05-19 15:09:00+0000,PGS-PR-LA4-BUF01,10004002,FALLA SENS. OPTICO,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,SYS_IIOT
4000000,20000000,2024-05-19 13:02:44+00:00,2024-05-24 16:34:44+0000,PGS-PR-LA3-CRT01,10002003,CAMBIO CONSUM,Ajuste de tensiones y calibracion de sensores opticos.,PM02,ELE-PREV,BAT_USER
4000480,20000480,2024-05-20 02:23:00+00:00,2024-05-20 04:52:00+0000,PGS-PR-LA4-TDF01,10004005,ATASCO MENOR PROD.,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,OPR-TURNO,BAT_USER
4000482,20000482,2024-05-20 15:31:00+00:00,2024-05-20 17:32:00+0000,PGS-PR-LA4-RPL01,10004006,Atasco - producto,Ver OT anterior. Atasco - producto,PM03,SUP-LINEA,OPR_T1
4000481,20000481,2024-05-20 16:20:00+00:00,2024-05-20 18:22:00+0000,PGS-PR-LA4-RPL01,10004006,FALLA DE SENSOR,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,SUP-LINEA,RFC_PM
4000029,20000029,2024-05-21 02:23:53+00:00,2024-05-22 07:51:53+0000,PGS-PR-LA2-ENV01,10005002,inspeccion rutina,inspeccion rutina. resuelto,PM02,ELE-PREV,LGOMEZ
4000483,20000483,2024-05-21 11:39:00+00:00,2024-05-21 14:08:00+0000,PGS-PR-LA4-TDF01,10004005,reinicio de ciclo HMI,equipo normalizado,PM03,SUP-LINEA,OPR_T3
4000215,20000215,2024-05-21 16:59:31+00:00,2024-05-22 18:55:31+0000,PGS-PR-LA5-AGR01,10009003,MTO PREV. PROGRAMADO,SE REALIZÓ LA INSPECCIÓN VISUAL Y LUBRICACIÓN DE PARTES MÓVILES SEGÚN PLAN DE MANTENIMIENTO.,PM02,MEC-PREV,RFC_PM
4000484,20000484,2024-05-21 20:21:00+00:00,2024-05-21 22:41:00+0000,PGS-PR-LA4-ENV01,10004003,Falla sens. prox,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,RFC_PM
4000485,20000485,2024-05-21 23:16:00+00:00,2024-05-22 01:14:00+0000,PGS-PR-LA4-RPL01,10004006,MICRO PARO OPER.,idem anterior,PM03,SUP-LINEA,SYS_SCADA
4000488,20000488,2024-05-22 07:12:00+00:00,2024-05-22 09:41:00+0000,PGS-PR-LA4-BUF01,10004002,RESET CICLO PROD,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,BAT_USER
4000487,20000487,2024-05-22 14:10:00+00:00,2024-05-22 16:34:00+0000,PGS-PR-LA4-TDF01,10004005,sensor - fallo temporal,sensor - fallo temporal. resuelto,PM03,SUP-LINEA,OPR_T2
4000486,20000486,2024-05-22 21:25:00+00:00,2024-05-22 22:54:00+0000,PGS-PR-LA4-BAN01,10004001,Falla sens. prox,equipo normalizado,PM03,SUP-LINEA,SYS_IIOT
4000489,20000489,2024-05-22 21:43:00+00:00,2024-05-22 23:27:00+0000,PGS-PR-LA4-RPL01,10004006,micro-paro linea,Ver OT anterior. micro-paro linea,PM03,SUP-LINEA,OPR_T1
4000490,20000490,2024-05-23 00:10:00+00:00,2024-05-23 02:39:00+0000,PGS-PR-LA4-BUF01,10004002,REINICIO CICLO,REINICIO CICLO. resuelto,PM03,OPR-TURNO,SYS_SCADA
4000492,20000492,2024-05-23 11:11:00+00:00,2024-05-23 13:47:00+0000,PGS-PR-LA4-TDF01,10004005,reinicio,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,BAT_USER
4000491,20000491,2024-05-23 23:17:00+00:00,2024-05-24 00:45:00+0000,PGS-PR-LA4-BAN01,10004001,Micro paro - operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,OPR_T3
4000496,20000496,2024-05-24 04:44:00+00:00,2024-05-24 06:48:00+0000,PGS-PR-LA4-TDF01,10004005,ATASCO PROD,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,SUP-LINEA,OPR_T3
4000494,20000494,2024-05-24 09:01:00+00:00,2024-05-24 11:26:00+0000,PGS-PR-LA4-BUF01,10004002,ATASCO PROD,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SYS_SCADA
4000493,20000493,2024-05-24 11:34:00+00:00,2024-05-24 14:07:00+0000,PGS-PR-LA4-TDF01,10004005,fallo sensor temp,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,BAT_USER
4000495,20000495,2024-05-24 16:26:00+00:00,2024-05-24 17:50:00+0000,PGS-PR-LA4-BAN01,10004001,Falla sens. prox,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,OPR_T2
4000497,20000497,2024-05-25 06:23:00+00:00,2024-05-25 09:56:00+0000,PGS-PR-LA4-BUF01,10004002,micro-paro linea,"ATASCO DE PRODUCTO EN LA LÍNEA, RESUELTO POR EL OPERARIO DE TURNO EN POCOS MINUTOS.",PM03,OPR-TURNO,BAT_USER
4000498,20000498,2024-05-25 17:34:00+00:00,2024-05-25 20:51:00+0000,PGS-PR-LA4-BUF01,10004002,RST CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,BAT_USER
4000499,20000499,2024-05-25 22:45:00+00:00,2024-05-26 01:34:00+0000,PGS-PR-LA4-BUF01,10004002,atasco menor,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,SYS_IIOT
4000288,20000288,2024-05-26 06:19:06+00:00,2024-06-22 09:38:06+0000,PGS-PR-LA1-CEN01,10009002,cambio consumibles,Se normalizo. OK,PM02,INSP-GEN,MEC_02
4000500,20000500,2024-05-26 11:45:00+00:00,2024-05-26 13:53:00+0000,PGS-PR-LA4-INY01,10004004,MICROPARO,revisar en prox turno,PM03,OPR-TURNO,SUP_LINEA
4000146,20000146,2024-05-26 17:31:24+00:00,2024-06-02 19:28:24+0000,PGS-PR-LA1-ELV01,10005004,Cmb. Consumibles,Ajuste de tensiones y calibracion de sensores opticos.,PM02,MEC-PREV,MEC_03
4000503,20000503,2024-05-26 17:38:00+00:00,2024-05-26 19:57:00+0000,PGS-PR-LA4-INY01,10004004,RESET CICLO PROD,RESET CICLO PROD. resuelto,PM03,SUP-LINEA,SYS_IIOT
4000502,20000502,2024-05-26 19:17:00+00:00,2024-05-26 20:26:00+0000,PGS-PR-LA4-BAN01,10004001,FALLA SENS. OPTICO,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,RFC_PM
4000501,20000501,2024-05-26 21:14:00+00:00,2024-05-26 23:56:00+0000,PGS-PR-LA4-ENV01,10004003,Falla sens. prox,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,OPR-TURNO,BAT_USER
4000504,20000504,2024-05-27 01:24:00+00:00,2024-05-27 03:51:00+0000,PGS-PR-LA4-INY01,10004004,REINICIO CICLO,sin observaciones,PM03,SUP-LINEA,SYS_SCADA
4000074,20000074,2024-05-27 12:40:30+00:00,2024-05-31 22:06:30+0000,PGS-PR-LA5-PRE01,10005001,Insp. de rutina,Cambio de filtros y revisión de parametros de operacion estandar.,PM02,INSP-GEN,MRODRIG
4000507,20000507,2024-05-28 02:27:00+00:00,2024-05-28 05:12:00+0000,PGS-PR-LA4-BUF01,10004002,MICRO PARO,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,RFC_PM
4000505,20000505,2024-05-28 08:29:00+00:00,2024-05-28 11:16:00+0000,PGS-PR-LA4-ENV01,10004003,atasco producto,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,SUP-LINEA,SYS_SCADA
4000506,20000506,2024-05-28 21:25:00+00:00,2024-05-28 22:54:00+0000,PGS-PR-LA4-BAN01,10004001,ATASCO L4,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SYS_IIOT
4000509,20000509,2024-05-29 03:16:00+00:00,2024-05-29 04:58:00+0000,PGS-PR-LA4-RPL01,10004006,FALLA SENS. OPTICO,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,OPR_T1
4000508,20000508,2024-05-29 03:45:00+00:00,2024-05-29 06:12:00+0000,PGS-PR-LA4-TDF01,10004005,FALLA DE SENSOR,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,RFC_PM
4000511,20000511,2024-05-29 06:13:00+00:00,2024-05-29 09:02:00+0000,PGS-PR-LA4-BUF01,10004002,reinicio,"Intervencion rapida, sin repuestos",PM03,SUP-LINEA,BAT_USER
4000061,20000061,2024-05-29 13:55:53+00:00,2024-06-03 17:07:53+0000,PGS-PR-LA3-DST01,10009001,MTTO PREVENTIVO,SE REALIZÓ LA INSPECCIÓN VISUAL Y LUBRICACIÓN DE PARTES MÓVILES SEGÚN PLAN DE MANTENIMIENTO.,PM02,MEC-PREV,MRODRIG
4000510,20000510,2024-05-29 22:53:00+00:00,2024-05-30 01:10:00+0000,PGS-PR-LA4-ENV01,10004003,SENSOR FALLA,"Intervencion rapida, sin repuestos",PM03,OPR-TURNO,OPR_T1
4000514,20000514,2024-05-30 08:20:00+00:00,2024-05-30 11:06:00+0000,PGS-PR-LA4-ENV01,10004003,ATASCO MENOR PROD.,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SYS_SCADA
4000515,20000515,2024-05-30 10:40:00+00:00,2024-05-30 13:23:00+0000,PGS-PR-LA4-TDF01,10004005,Atasco - producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,BAT_USER
4000512,20000512,2024-05-30 10:54:00+00:00,2024-05-30 12:51:00+0000,PGS-PR-LA4-RPL01,10004006,FALLA DE SENSOR,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,OPR-TURNO,BAT_USER
4000513,20000513,2024-05-30 16:46:00+00:00,2024-05-30 18:01:00+0000,PGS-PR-LA4-BAN01,10004001,Micro paro - operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,SYS_SCADA
4000148,20000148,2024-05-30 21:07:13+00:00,2024-06-05 11:48:13+0000,PGS-PR-LA5-PRE01,10005001,INSPECCION,Cambio de filtros y revisión de parametros de operacion estandar.,PM02,MEC-PREV,PLOPEZ
4000516,20000516,2024-05-31 00:06:00+00:00,2024-05-31 03:02:00+0000,PGS-PR-LA4-ENV01,10004003,MICRO PARO OPER.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,RFC_PM
4000519,20000519,2024-06-01 07:18:00+00:00,2024-06-01 08:49:00+0000,PGS-PR-LA4-BAN01,10004001,Micro paro - operativo,Micro paro - operativo. resuelto,PM03,OPR-TURNO,SYS_IIOT
4000517,20000517,2024-06-01 09:06:00+00:00,2024-06-01 10:59:00+0000,PGS-PR-LA4-INY01,10004004,ATASCO L4,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,RFC_PM
4000520,20000520,2024-06-01 12:43:00+00:00,2024-06-01 14:52:00+0000,PGS-PR-LA4-RPL01,10004006,ATASCO MENOR PROD.,Se normalizo. OK,PM03,SUP-LINEA,OPR_T2
4000518,20000518,2024-06-01 16:07:00+00:00,2024-06-01 18:20:00+0000,PGS-PR-LA4-RPL01,10004006,FALLO SENS TEMP,ok,PM03,OPR-TURNO,RFC_PM
4000523,20000523,2024-06-02 01:27:00+00:00,2024-06-02 03:53:00+0000,PGS-PR-LA4-INY01,10004004,reinicio de ciclo HMI,reinicio de ciclo HMI. resuelto,PM03,OPR-TURNO,SYS_SCADA
4000522,20000522,2024-06-02 08:11:00+00:00,2024-06-02 10:51:00+0000,PGS-PR-LA4-TDF01,10004005,FALLA SENS. OPTICO,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,SYS_IIOT
4000524,20000524,2024-06-02 11:46:00+00:00,2024-06-02 14:35:00+0000,PGS-PR-LA4-ENV01,10004003,FALLO SENS TEMP,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,SUP_LINEA
4000521,20000521,2024-06-02 12:19:00+00:00,2024-06-02 14:17:00+0000,PGS-PR-LA4-INY01,10004004,ATASCO L4,Ver OT anterior. ATASCO L4,PM03,SUP-LINEA,RFC_PM
4000525,20000525,2024-06-03 13:52:00+00:00,2024-06-03 15:50:00+0000,PGS-PR-LA4-INY01,10004004,ATSC PRODUCTO,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,OPR_T2
4000526,20000526,2024-06-03 23:11:00+00:00,2024-06-04 02:30:00+0000,PGS-PR-LA4-BUF01,10004002,sensor - fallo temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,OPR_T3
4000527,20000527,2024-06-04 05:33:00+00:00,2024-06-04 07:38:00+0000,PGS-PR-LA4-ENV01,10004003,fallo sensor temp,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,OPR-TURNO,BAT_USER
4000530,20000530,2024-06-04 12:00:00+00:00,2024-06-04 14:42:00+0000,PGS-PR-LA4-ENV01,10004003,FALLO SENS TEMP,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,BAT_USER
4000528,20000528,2024-06-04 21:28:00+00:00,2024-06-04 23:45:00+0000,PGS-PR-LA4-ENV01,10004003,MICROPARO,sin observaciones,PM03,OPR-TURNO,OPR_T1
4000529,20000529,2024-06-04 22:39:00+00:00,2024-06-05 01:36:00+0000,PGS-PR-LA4-ENV01,10004003,reinicio de ciclo HMI,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,SUP_LINEA
4000532,20000532,2024-06-05 00:57:00+00:00,2024-06-05 03:07:00+0000,PGS-PR-LA4-TDF01,10004005,Atasco - producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,OPR_T3
4000531,20000531,2024-06-05 01:46:00+00:00,2024-06-05 04:57:00+0000,PGS-PR-LA4-BUF01,10004002,atasco menor,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,OPR_T1
4000533,20000533,2024-06-05 02:49:00+00:00,2024-06-05 04:24:00+0000,PGS-PR-LA4-RPL01,10004006,MICROPARO,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,SYS_SCADA
4000535,20000535,2024-06-06 01:08:00+00:00,2024-06-06 03:16:00+0000,PGS-PR-LA4-TDF01,10004005,micro paro op.,idem anterior,PM03,SUP-LINEA,SYS_IIOT
4000537,20000537,2024-06-06 06:31:00+00:00,2024-06-06 08:26:00+0000,PGS-PR-LA4-INY01,10004004,atasco producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,RFC_PM
4000534,20000534,2024-06-06 11:07:00+00:00,2024-06-06 13:44:00+0000,PGS-PR-LA4-BUF01,10004002,ATASCO MENOR PROD.,Ver OT anterior. ATASCO MENOR PROD.,PM03,SUP-LINEA,SYS_SCADA
4000536,20000536,2024-06-06 16:13:00+00:00,2024-06-06 18:49:00+0000,PGS-PR-LA4-BUF01,10004002,MICRO PARO,MICRO PARO - sin novedad,PM03,OPR-TURNO,RFC_PM
4000539,20000539,2024-06-07 03:28:00+00:00,2024-06-07 05:33:00+0000,PGS-PR-LA4-INY01,10004004,sensor - fallo temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,SYS_SCADA
4000540,20000540,2024-06-07 10:39:00+00:00,2024-06-07 12:16:00+0000,PGS-PR-LA4-RPL01,10004006,Micro paro - operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,OPR_T3
4000538,20000538,2024-06-07 13:21:00+00:00,2024-06-07 16:09:00+0000,PGS-PR-LA4-TDF01,10004005,FALLA SENS. OPTICO,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,BAT_USER
4000209,20000209,2024-06-07 21:59:35+00:00,2024-06-15 00:07:35+0000,PGS-PR-LA1-ELV01,10005004,CALIB. Y AJUSTE,CALIB. Y AJUSTE - sin novedad,PM02,ELE-PREV,AMARTINEZ
4000542,20000542,2024-06-08 04:40:00+00:00,2024-06-08 06:26:00+0000,PGS-PR-LA4-INY01,10004004,atasco menor,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SYS_SCADA
4000541,20000541,2024-06-08 17:18:00+00:00,2024-06-08 19:24:00+0000,PGS-PR-LA4-INY01,10004004,FALLO SENS TEMP,FALLO SENS TEMP. resuelto,PM03,OPR-TURNO,RFC_PM
4000543,20000543,2024-06-08 18:42:00+00:00,2024-06-08 21:04:00+0000,PGS-PR-LA4-TDF01,10004005,FALLA DE SENSOR,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,OPR_T3
4000545,20000545,2024-06-09 01:08:00+00:00,2024-06-09 03:39:00+0000,PGS-PR-LA4-BUF01,10004002,Rst. de ciclo,Rst. de ciclo - sin novedad,PM03,OPR-TURNO,SYS_IIOT
4000544,20000544,2024-06-09 05:32:00+00:00,2024-06-09 08:15:00+0000,PGS-PR-LA4-TDF01,10004005,RESET CICLO PROD,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,BAT_USER
4000546,20000546,2024-06-09 16:02:00+00:00,2024-06-09 18:07:00+0000,PGS-PR-LA4-INY01,10004004,FALLA DE SENSOR,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,OPR-TURNO,OPR_T1
4000547,20000547,2024-06-09 19:45:00+00:00,2024-06-09 21:20:00+0000,PGS-PR-LA4-BAN01,10004001,sensor - fallo temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,RFC_PM
4000550,20000550,2024-06-10 02:14:00+00:00,2024-06-10 04:30:00+0000,PGS-PR-LA4-INY01,10004004,micro-paro linea,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,OPR_T2
4000551,20000551,2024-06-10 13:08:00+00:00,2024-06-10 15:28:00+0000,PGS-PR-LA4-INY01,10004004,RST CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,SYS_SCADA
4000549,20000549,2024-06-10 16:21:00+00:00,2024-06-10 18:34:00+0000,PGS-PR-LA4-RPL01,10004006,Rst. de ciclo,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,OPR_T2
4000548,20000548,2024-06-10 21:05:00+00:00,2024-06-10 22:31:00+0000,PGS-PR-LA4-BAN01,10004001,micro paro op.,equipo normalizado,PM03,SUP-LINEA,SYS_IIOT
4000552,20000552,2024-06-11 05:00:00+00:00,2024-06-11 07:03:00+0000,PGS-PR-LA4-RPL01,10004006,reinicio,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,BAT_USER
4000554,20000554,2024-06-11 06:14:00+00:00,2024-06-11 08:24:00+0000,PGS-PR-LA4-RPL01,10004006,MICROPARO,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,BAT_USER
4000553,20000553,2024-06-11 19:11:00+00:00,2024-06-11 20:50:00+0000,PGS-PR-LA4-RPL01,10004006,Rst. de ciclo,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,SYS_SCADA
4000555,20000555,2024-06-12 00:43:00+00:00,2024-06-12 03:54:00+0000,PGS-PR-LA4-BUF01,10004002,reinicio de ciclo HMI,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,OPR-TURNO,SYS_IIOT
4000557,20000557,2024-06-12 07:59:00+00:00,2024-06-12 09:27:00+0000,PGS-PR-LA4-BAN01,10004001,micro paro op.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,SYS_SCADA
4000064,20000064,2024-06-12 09:27:19+00:00,2024-06-12 11:24:19+0000,PGS-PR-LA2-RPL01,10004006,MANTT PREVENTIVO PROG,SE REALIZÓ LA INSPECCIÓN VISUAL Y LUBRICACIÓN DE PARTES MÓVILES SEGÚN PLAN DE MANTENIMIENTO.,PM02,INSP-GEN,PLOPEZ
4000556,20000556,2024-06-12 23:14:00+00:00,2024-06-13 01:14:00+0000,PGS-PR-LA4-INY01,10004004,FALLA SENS. OPTICO,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,OPR-TURNO,SUP_LINEA
4000558,20000558,2024-06-13 17:24:00+00:00,2024-06-13 19:06:00+0000,PGS-PR-LA4-BAN01,10004001,REINICIO CICLO,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,OPR-TURNO,RFC_PM
4000559,20000559,2024-06-13 21:22:00+00:00,2024-06-14 00:41:00+0000,PGS-PR-LA4-BUF01,10004002,reinicio,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,SUP_LINEA
4000560,20000560,2024-06-14 01:27:00+00:00,2024-06-14 03:20:00+0000,PGS-PR-LA4-INY01,10004004,m.paro oper,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,OPR_T3
4000563,20000563,2024-06-14 02:05:00+00:00,2024-06-14 04:07:00+0000,PGS-PR-LA4-RPL01,10004006,sensor - fallo temporal,ok,PM03,OPR-TURNO,BAT_USER
4000561,20000561,2024-06-14 16:07:00+00:00,2024-06-14 18:50:00+0000,PGS-PR-LA4-BUF01,10004002,Atasco - producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SYS_IIOT
4000562,20000562,2024-06-14 19:05:00+00:00,2024-06-14 21:32:00+0000,PGS-PR-LA4-ENV01,10004003,sensor - fallo temporal,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,SUP-LINEA,OPR_T3
4000564,20000564,2024-06-15 03:06:00+00:00,2024-06-15 05:08:00+0000,PGS-PR-LA4-TDF01,10004005,reinicio,idem anterior,PM03,SUP-LINEA,SYS_IIOT
4000565,20000565,2024-06-15 04:09:00+00:00,2024-06-15 06:15:00+0000,PGS-PR-LA4-ENV01,10004003,RESET CICLO PROD,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,SYS_SCADA
4000566,20000566,2024-06-15 13:06:00+00:00,2024-06-15 15:07:00+0000,PGS-PR-LA4-RPL01,10004006,micro paro op.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,SUP_LINEA
4000568,20000568,2024-06-16 01:57:00+00:00,2024-06-16 04:22:00+0000,PGS-PR-LA4-BUF01,10004002,Atasco - producto,Atasco - producto - sin novedad,PM03,OPR-TURNO,SUP_LINEA
4000567,20000567,2024-06-16 02:43:00+00:00,2024-06-16 05:24:00+0000,PGS-PR-LA4-ENV01,10004003,REINICIO CICLO,Ver OT anterior. REINICIO CICLO,PM03,OPR-TURNO,OPR_T3
4000569,20000569,2024-06-16 14:03:00+00:00,2024-06-16 16:33:00+0000,PGS-PR-LA4-BUF01,10004002,ATASCO L4,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,BAT_USER
4000570,20000570,2024-06-16 19:42:00+00:00,2024-06-16 23:15:00+0000,PGS-PR-LA4-BUF01,10004002,SENSOR FALLA,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,SYS_SCADA
4000572,20000572,2024-06-17 09:59:00+00:00,2024-06-17 12:44:00+0000,PGS-PR-LA4-BUF01,10004002,Rst. de ciclo,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,BAT_USER
4000571,20000571,2024-06-17 14:43:00+00:00,2024-06-17 18:02:00+0000,PGS-PR-LA4-BUF01,10004002,Rst. de ciclo,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,SUP_LINEA
4000573,20000573,2024-06-18 04:00:00+00:00,2024-06-18 07:09:00+0000,PGS-PR-LA4-BUF01,10004002,FALLA SENS. OPTICO,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,SYS_SCADA
4000574,20000574,2024-06-18 05:54:00+00:00,2024-06-18 08:23:00+0000,PGS-PR-LA4-TDF01,10004005,REINICIO CICLO,"Intervencion rapida, sin repuestos",PM03,SUP-LINEA,RFC_PM
4000116,20000116,2024-06-18 08:35:43+00:00,2024-06-25 05:18:43+0000,PGS-PR-LA2-ARC01,10002007,ajuste calibracion,Limpieza profunda de componentes y verificacion de aislamientos eléctricos.,PM02,MEC-PREV,SYS_IIOT
4000575,20000575,2024-06-18 13:15:00+00:00,2024-06-18 14:53:00+0000,PGS-PR-LA4-BAN01,10004001,RESET CICLO PROD,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,RFC_PM
4000576,20000576,2024-06-19 10:51:00+00:00,2024-06-19 12:42:00+0000,PGS-PR-LA4-INY01,10004004,SENSOR FALLA,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,OPR_T2
